Cntry,CntryCo,AttName,AttCode,Year,AttValue
"Korea, Rep.",KOR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,..
"Korea, Rep.",KOR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,..
"Korea, Rep.",KOR,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,39.46319962
"Korea, Rep.",KOR,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,45.75394821
"Korea, Rep.",KOR,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,46.86503983
Kosovo,XKX,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,..
Kosovo,XKX,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,..
Kosovo,XKX,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,..
Kosovo,XKX,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,..
Kosovo,XKX,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,..
Kosovo,XKX,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,..
Kosovo,XKX,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,..
Kosovo,XKX,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,..
Kosovo,XKX,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,..
Kosovo,XKX,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,..
Kosovo,XKX,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,..
Kosovo,XKX,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,..
Kuwait,KWT,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,98.76759338
Kuwait,KWT,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,98.31316376
Kuwait,KWT,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,..
Kuwait,KWT,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,124243
Kuwait,KWT,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,128738
Kuwait,KWT,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,..
Kuwait,KWT,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,93.66419
Kuwait,KWT,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,93.8983
Kuwait,KWT,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,..
Kuwait,KWT,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,..
Kuwait,KWT,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,..
Kuwait,KWT,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,..
Kyrgyz Republic,KGZ,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,94.41782379
Kyrgyz Republic,KGZ,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,93.77536011
Kyrgyz Republic,KGZ,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,93.04550934
Kyrgyz Republic,KGZ,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,..
Kyrgyz Republic,KGZ,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,..
Kyrgyz Republic,KGZ,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,28551
Kyrgyz Republic,KGZ,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,..
Kyrgyz Republic,KGZ,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,..
Kyrgyz Republic,KGZ,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,99.24343
Kyrgyz Republic,KGZ,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,28.04499054
Kyrgyz Republic,KGZ,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,22.65908051
Kyrgyz Republic,KGZ,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,27.36259079
Lao PDR,LAO,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,84.66915894
Lao PDR,LAO,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,87.11556244
Lao PDR,LAO,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,89.50417328
Lao PDR,LAO,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,..
Lao PDR,LAO,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,..
Lao PDR,LAO,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,..
Lao PDR,LAO,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,..
Lao PDR,LAO,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,..
Lao PDR,LAO,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,..
Lao PDR,LAO,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,..
Lao PDR,LAO,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,..
Lao PDR,LAO,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,3.198869944
Latin America & Caribbean,LCN,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,94.15377808
Latin America & Caribbean,LCN,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,95.38729095
Latin America & Caribbean,LCN,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,95.46324158
Latin America & Caribbean,LCN,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,..
Latin America & Caribbean,LCN,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,..
Latin America & Caribbean,LCN,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,..
Latin America & Caribbean,LCN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,92.62431335
Latin America & Caribbean,LCN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,92.62431335
Latin America & Caribbean,LCN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,92.62431335
Latin America & Caribbean,LCN,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,..
Latin America & Caribbean,LCN,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,..
Latin America & Caribbean,LCN,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,..
Latin America & Caribbean (excluding high income),LAC,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,94.07318878
Latin America & Caribbean (excluding high income),LAC,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,95.3614502
Latin America & Caribbean (excluding high income),LAC,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,95.50543213
Latin America & Caribbean (excluding high income),LAC,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,32790512
Latin America & Caribbean (excluding high income),LAC,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,32790512
Latin America & Caribbean (excluding high income),LAC,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,32790512
Latin America & Caribbean (excluding high income),LAC,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,92.44799042
Latin America & Caribbean (excluding high income),LAC,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,92.44799042
Latin America & Caribbean (excluding high income),LAC,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,92.44799042
Latin America & Caribbean (excluding high income),LAC,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,..
Latin America & Caribbean (excluding high income),LAC,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,..
Latin America & Caribbean (excluding high income),LAC,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,..
Latvia,LVA,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,..
Latvia,LVA,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,96.93929291
Latvia,LVA,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,98.18457794
Latvia,LVA,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,..
Latvia,LVA,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,..
Latvia,LVA,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,..
Latvia,LVA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,..
Latvia,LVA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,..
Latvia,LVA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,..
Latvia,LVA,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,47.89957809
Latvia,LVA,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,38.73302841
Latvia,LVA,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,44.09664917
Least developed countries: UN classification,LDC,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,76.78999329
Least developed countries: UN classification,LDC,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,78.85050964
Least developed countries: UN classification,LDC,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,79.19689178
Least developed countries: UN classification,LDC,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,203466144
Least developed countries: UN classification,LDC,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,203466144
Least developed countries: UN classification,LDC,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,203466144
Least developed countries: UN classification,LDC,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,60.56823349
Least developed countries: UN classification,LDC,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,60.56823349
Least developed countries: UN classification,LDC,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,60.56823349
Least developed countries: UN classification,LDC,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,..
Least developed countries: UN classification,LDC,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,..
Least developed countries: UN classification,LDC,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,..
Lebanon,LBN,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,89.77866364
Lebanon,LBN,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,90.62274933
Lebanon,LBN,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,91.83312225
Lebanon,LBN,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,307445
Lebanon,LBN,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,..
Lebanon,LBN,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,275937
Lebanon,LBN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,89.61244
Lebanon,LBN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,..
Lebanon,LBN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,91.18419
Lebanon,LBN,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,26.64352036
Lebanon,LBN,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,26.19005966
Lebanon,LBN,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,29.01461983
Lesotho,LSO,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,75.16010284
Lesotho,LSO,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,76.27926636
Lesotho,LSO,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,76.91850281
Lesotho,LSO,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,..
Lesotho,LSO,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,..
Lesotho,LSO,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,300833
Lesotho,LSO,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,..
Lesotho,LSO,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,..
Lesotho,LSO,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,75.8002
Lesotho,LSO,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,..
Lesotho,LSO,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,..
Lesotho,LSO,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,..
Liberia,LBR,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,..
Liberia,LBR,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,42.62382889
Liberia,LBR,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,40.16453171
Liberia,LBR,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,1119634
Liberia,LBR,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,..
Liberia,LBR,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,..
Liberia,LBR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,42.94108
Liberia,LBR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,..
Liberia,LBR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,..
Liberia,LBR,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,..
Liberia,LBR,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,..
Liberia,LBR,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,..
Libya,LBY,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,..
Libya,LBY,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,..
Libya,LBY,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,..
Libya,LBY,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,..
Libya,LBY,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,..
Libya,LBY,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,..
Libya,LBY,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,..
Libya,LBY,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,..
Libya,LBY,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,..
Libya,LBY,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,..
Libya,LBY,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,..
Libya,LBY,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,..
Liechtenstein,LIE,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,98.90215302
Liechtenstein,LIE,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,99.21759796
Liechtenstein,LIE,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,98.520401
Liechtenstein,LIE,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,..
Liechtenstein,LIE,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,..
Liechtenstein,LIE,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,..
Liechtenstein,LIE,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,..
Liechtenstein,LIE,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,..
Liechtenstein,LIE,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,..
Liechtenstein,LIE,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,32.27273178
Liechtenstein,LIE,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,43.45679092
Liechtenstein,LIE,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,35.01144028
Lithuania,LTU,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,96.22660065
Lithuania,LTU,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,98.93580627
Lithuania,LTU,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,99.25570679
Lithuania,LTU,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,..
Lithuania,LTU,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,..
Lithuania,LTU,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,..
Lithuania,LTU,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,..
Lithuania,LTU,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,..
Lithuania,LTU,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,..
Lithuania,LTU,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,48.78271103
Lithuania,LTU,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,47.15642166
Lithuania,LTU,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,50.01427078
Low & middle income,LMY,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,89.46663666
Low & middle income,LMY,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,89.68006134
Low & middle income,LMY,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,89.56803894
Low & middle income,LMY,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,..
Low & middle income,LMY,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,..
Low & middle income,LMY,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,..
Low & middle income,LMY,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,82.30508423
Low & middle income,LMY,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,82.30508423
Low & middle income,LMY,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,82.30508423
Low & middle income,LMY,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,..
Low & middle income,LMY,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,..
Low & middle income,LMY,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,..
Low income,LIC,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,74.25666046
Low income,LIC,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,77.24391174
Low income,LIC,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,77.78189087
Low income,LIC,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,136949088
Low income,LIC,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,136949088
Low income,LIC,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,136949088
Low income,LIC,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,56.57405472
Low income,LIC,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,56.57405472
Low income,LIC,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,56.57405472
Low income,LIC,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,..
Low income,LIC,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,..
Low income,LIC,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,..
Lower middle income,LMC,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,89.90425873
Lower middle income,LMC,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,89.43653107
Lower middle income,LMC,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,89.31964874
Lower middle income,LMC,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,493242208
Lower middle income,LMC,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,493242208
Lower middle income,LMC,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,493242208
Lower middle income,LMC,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,73.91007996
Lower middle income,LMC,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,73.91007996
Lower middle income,LMC,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,73.91007996
Lower middle income,LMC,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,..
Lower middle income,LMC,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,..
Lower middle income,LMC,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,..
Luxembourg,LUX,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,98.3547821
Luxembourg,LUX,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,97.62522888
Luxembourg,LUX,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,..
Luxembourg,LUX,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,..
Luxembourg,LUX,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,..
Luxembourg,LUX,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,..
Luxembourg,LUX,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,..
Luxembourg,LUX,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,..
Luxembourg,LUX,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,..
Luxembourg,LUX,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,..
Luxembourg,LUX,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,5.597010136
Luxembourg,LUX,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,..
"Macao SAR, China",MAC,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,88.54390717
"Macao SAR, China",MAC,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,87.17228699
"Macao SAR, China",MAC,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,84.51464081
"Macao SAR, China",MAC,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,..
"Macao SAR, China",MAC,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,..
"Macao SAR, China",MAC,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,..
