Cntry,CntryCo,Year,Curr,AttCode,AttName,AttValue
Kiribati,KIR,2007,Australian Dollar,CACUR,Actual Household Consumption,"171,289,261"
Kiribati,KIR,2007,Australian Dollar,GCCUR,Govt Collective Consumption Public Goods,"72,897,379"
Kiribati,KIR,2008,Australian Dollar,POP,Population,"96,558"
Kiribati,KIR,2008,Australian Dollar,CHCUR,Final Consumption,"145,402,817"
Kiribati,KIR,2008,Australian Dollar,GCUR,Govt Collective Consumption Overall,"113,002,020"
Kiribati,KIR,2008,Australian Dollar,ICUR,Domestic Investment,"135,048,467"
Kiribati,KIR,2008,Australian Dollar,EXPC,Exports of goods and serices,"26,187,537"
Kiribati,KIR,2008,Australian Dollar,IMPC,Imports of goods and serices,"258,051,541"
Kiribati,KIR,2008,Australian Dollar,CACUR,Actual Household Consumption,"181,262,769"
Kiribati,KIR,2008,Australian Dollar,GCCUR,Govt Collective Consumption Public Goods,"77,142,068"
Kiribati,KIR,2009,Australian Dollar,POP,Population,"98,045"
Kiribati,KIR,2009,Australian Dollar,CHCUR,Final Consumption,"150,590,334"
Kiribati,KIR,2009,Australian Dollar,GCUR,Govt Collective Consumption Overall,"117,034,052"
Kiribati,KIR,2009,Australian Dollar,ICUR,Domestic Investment,"139,863,212"
Kiribati,KIR,2009,Australian Dollar,EXPC,Exports of goods and serices,"28,340,875"
Kiribati,KIR,2009,Australian Dollar,IMPC,Imports of goods and serices,"267,944,416"
Kiribati,KIR,2009,Australian Dollar,CACUR,Actual Household Consumption,"187,729,807"
Kiribati,KIR,2009,Australian Dollar,GCCUR,Govt Collective Consumption Public Goods,"79,894,579"
St. Kitts & Nevis,KNA,2007,East Caribbean Dollar,POP,Population,"39,555"
St. Kitts & Nevis,KNA,2007,East Caribbean Dollar,CHCUR,Final Consumption,"832,300,000"
St. Kitts & Nevis,KNA,2007,East Caribbean Dollar,GCUR,Govt Collective Consumption Overall,"258,460,000"
St. Kitts & Nevis,KNA,2007,East Caribbean Dollar,ICUR,Domestic Investment,"594,260,000"
St. Kitts & Nevis,KNA,2007,East Caribbean Dollar,EXPC,Exports of goods and serices,"625,690,000"
St. Kitts & Nevis,KNA,2007,East Caribbean Dollar,IMPC,Imports of goods and serices,"935,750,000"
St. Kitts & Nevis,KNA,2007,East Caribbean Dollar,CACUR,Actual Household Consumption,"923,949,426"
St. Kitts & Nevis,KNA,2007,East Caribbean Dollar,GCCUR,Govt Collective Consumption Public Goods,"166,810,574"
St. Kitts & Nevis,KNA,2008,East Caribbean Dollar,POP,Population,"39,700"
St. Kitts & Nevis,KNA,2008,East Caribbean Dollar,CHCUR,Final Consumption,"975,170,000"
St. Kitts & Nevis,KNA,2008,East Caribbean Dollar,GCUR,Govt Collective Consumption Overall,"263,200,000"
St. Kitts & Nevis,KNA,2008,East Caribbean Dollar,ICUR,Domestic Investment,"627,000,000"
St. Kitts & Nevis,KNA,2008,East Caribbean Dollar,EXPC,Exports of goods and serices,"712,310,000"
St. Kitts & Nevis,KNA,2008,East Caribbean Dollar,IMPC,Imports of goods and serices,"1,037,710,000"
St. Kitts & Nevis,KNA,2008,East Caribbean Dollar,CACUR,Actual Household Consumption,"1,068,500,221"
St. Kitts & Nevis,KNA,2008,East Caribbean Dollar,GCCUR,Govt Collective Consumption Public Goods,"169,869,779"
St. Kitts & Nevis,KNA,2009,East Caribbean Dollar,POP,Population,"39,800"
St. Kitts & Nevis,KNA,2009,East Caribbean Dollar,CHCUR,Final Consumption,"928,058,658"
St. Kitts & Nevis,KNA,2009,East Caribbean Dollar,GCUR,Govt Collective Consumption Overall,"288,080,000"
St. Kitts & Nevis,KNA,2009,East Caribbean Dollar,ICUR,Domestic Investment,"583,110,000"
St. Kitts & Nevis,KNA,2009,East Caribbean Dollar,EXPC,Exports of goods and serices,"623,897,859"
St. Kitts & Nevis,KNA,2009,East Caribbean Dollar,IMPC,Imports of goods and serices,"961,122,280"
St. Kitts & Nevis,KNA,2009,East Caribbean Dollar,CACUR,Actual Household Consumption,"1,030,211,280"
St. Kitts & Nevis,KNA,2009,East Caribbean Dollar,GCCUR,Govt Collective Consumption Public Goods,"185,927,378"
"Korea, Republic of",KOR,2007,Won,POP,Population,"48,250,148"
"Korea, Republic of",KOR,2007,Won,CHCUR,Final Consumption,"530,264,000,000,000"
"Korea, Republic of",KOR,2007,Won,GCUR,Govt Collective Consumption Overall,"143,262,000,000,000"
"Korea, Republic of",KOR,2007,Won,ICUR,Domestic Investment,"286,918,000,000,000"
"Korea, Republic of",KOR,2007,Won,EXPC,Exports of goods and serices,"408,754,000,000,000"
"Korea, Republic of",KOR,2007,Won,IMPC,Imports of goods and serices,"394,026,000,000,000"
"Korea, Republic of",KOR,2007,Won,CACUR,Actual Household Consumption,"569,580,820,000,000"
"Korea, Republic of",KOR,2007,Won,GCCUR,Govt Collective Consumption Public Goods,"103,945,180,000,000"
"Korea, Republic of",KOR,2008,Won,POP,Population,"48,379,000"
"Korea, Republic of",KOR,2008,Won,CHCUR,Final Consumption,"561,628,000,000,000"
"Korea, Republic of",KOR,2008,Won,GCUR,Govt Collective Consumption Overall,"156,944,000,000,000"
"Korea, Republic of",KOR,2008,Won,ICUR,Domestic Investment,"320,369,000,000,000"
"Korea, Republic of",KOR,2008,Won,EXPC,Exports of goods and serices,"544,111,000,000,000"
"Korea, Republic of",KOR,2008,Won,IMPC,Imports of goods and serices,"556,198,000,000,000"
"Korea, Republic of",KOR,2008,Won,CACUR,Actual Household Consumption,"604,699,700,000,000"
"Korea, Republic of",KOR,2008,Won,GCCUR,Govt Collective Consumption Public Goods,"113,872,300,000,000"
"Korea, Republic of",KOR,2009,Won,POP,Population,"48,509,000"
"Korea, Republic of",KOR,2009,Won,CHCUR,Final Consumption,"577,405,000,000,000"
"Korea, Republic of",KOR,2009,Won,GCUR,Govt Collective Consumption Overall,"170,256,000,000,000"
"Korea, Republic of",KOR,2009,Won,ICUR,Domestic Investment,"275,542,000,000,000"
"Korea, Republic of",KOR,2009,Won,EXPC,Exports of goods and serices,"530,471,000,000,000"
"Korea, Republic of",KOR,2009,Won,IMPC,Imports of goods and serices,"488,825,000,000,000"
"Korea, Republic of",KOR,2009,Won,CACUR,Actual Household Consumption,"624,130,050,000,000"
"Korea, Republic of",KOR,2009,Won,GCCUR,Govt Collective Consumption Public Goods,"123,530,950,000,000"
Kuwait,KWT,2007,Kuwaiti Dinar,POP,Population,"2,376,000"
Kuwait,KWT,2007,Kuwaiti Dinar,CHCUR,Final Consumption,"9,682,000,000"
Kuwait,KWT,2007,Kuwaiti Dinar,GCUR,Govt Collective Consumption Overall,"4,563,000,000"
Kuwait,KWT,2007,Kuwaiti Dinar,ICUR,Domestic Investment,"6,906,000,000"
Kuwait,KWT,2007,Kuwaiti Dinar,EXPC,Exports of goods and serices,"20,661,000,000"
Kuwait,KWT,2007,Kuwaiti Dinar,IMPC,Imports of goods and serices,"9,226,000,000"
Kuwait,KWT,2007,Kuwaiti Dinar,CACUR,Actual Household Consumption,"11,257,396,924"
Kuwait,KWT,2007,Kuwaiti Dinar,GCCUR,Govt Collective Consumption Public Goods,"2,987,603,076"
Kuwait,KWT,2008,Kuwaiti Dinar,POP,Population,"2,433,000"
Kuwait,KWT,2008,Kuwaiti Dinar,CHCUR,Final Consumption,"11,019,000,000"
Kuwait,KWT,2008,Kuwaiti Dinar,GCUR,Govt Collective Consumption Overall,"5,004,000,000"
Kuwait,KWT,2008,Kuwaiti Dinar,ICUR,Domestic Investment,"7,532,000,000"
Kuwait,KWT,2008,Kuwaiti Dinar,EXPC,Exports of goods and serices,"26,434,000,000"
Kuwait,KWT,2008,Kuwaiti Dinar,IMPC,Imports of goods and serices,"10,202,000,000"
Kuwait,KWT,2008,Kuwaiti Dinar,CACUR,Actual Household Consumption,"12,746,654,221"
Kuwait,KWT,2008,Kuwaiti Dinar,GCCUR,Govt Collective Consumption Public Goods,"3,276,345,779"
Kuwait,KWT,2009,Kuwaiti Dinar,POP,Population,"2,489,000"
Kuwait,KWT,2009,Kuwaiti Dinar,CHCUR,Final Consumption,"11,724,700,000"
Kuwait,KWT,2009,Kuwaiti Dinar,GCUR,Govt Collective Consumption Overall,"6,465,900,000"
Kuwait,KWT,2009,Kuwaiti Dinar,ICUR,Domestic Investment,"4,383,500,000"
Kuwait,KWT,2009,Kuwaiti Dinar,EXPC,Exports of goods and serices,"17,755,000,000"
Kuwait,KWT,2009,Kuwaiti Dinar,IMPC,Imports of goods and serices,"8,829,000,000"
Kuwait,KWT,2009,Kuwaiti Dinar,CACUR,Actual Household Consumption,"13,957,081,980"
Kuwait,KWT,2009,Kuwaiti Dinar,GCCUR,Govt Collective Consumption Public Goods,"4,233,518,020"
Laos,LAO,2007,Kip,POP,Population,"6,035,000"
Laos,LAO,2007,Kip,CHCUR,Final Consumption,"27,590,700,000,000"
Laos,LAO,2007,Kip,GCUR,Govt Collective Consumption Overall,"3,527,860,000,000"
Laos,LAO,2007,Kip,ICUR,Domestic Investment,"15,508,600,000,000"
Laos,LAO,2007,Kip,EXPC,Exports of goods and serices,"14,445,200,000,000"
Laos,LAO,2007,Kip,IMPC,Imports of goods and serices,"20,605,300,000,000"
Laos,LAO,2007,Kip,CACUR,Actual Household Consumption,"28,321,007,000,000"
Laos,LAO,2007,Kip,GCCUR,Govt Collective Consumption Public Goods,"2,797,552,900,000"
Laos,LAO,2008,Kip,POP,Population,"6,145,000"
Laos,LAO,2008,Kip,CHCUR,Final Consumption,"30,606,900,000,000"
Laos,LAO,2008,Kip,GCUR,Govt Collective Consumption Overall,"3,832,200,000,000"
Laos,LAO,2008,Kip,ICUR,Domestic Investment,"17,159,800,000,000"
Laos,LAO,2008,Kip,EXPC,Exports of goods and serices,"15,123,700,000,000"
Laos,LAO,2008,Kip,IMPC,Imports of goods and serices,"20,507,900,000,000"
Laos,LAO,2008,Kip,CACUR,Actual Household Consumption,"31,400,209,000,000"
Laos,LAO,2008,Kip,GCCUR,Govt Collective Consumption Public Goods,"3,038,891,000,000"
Laos,LAO,2009,Kip,POP,Population,"6,257,000"
Laos,LAO,2009,Kip,CHCUR,Final Consumption,"34,579,100,000,000"
Laos,LAO,2009,Kip,GCUR,Govt Collective Consumption Overall,"4,472,860,000,000"
Laos,LAO,2009,Kip,ICUR,Domestic Investment,"14,788,700,000,000"
Laos,LAO,2009,Kip,EXPC,Exports of goods and serices,"12,249,100,000,000"
Laos,LAO,2009,Kip,IMPC,Imports of goods and serices,"18,120,300,000,000"
Laos,LAO,2009,Kip,CACUR,Actual Household Consumption,"35,505,033,000,000"
Laos,LAO,2009,Kip,GCCUR,Govt Collective Consumption Public Goods,"3,546,927,100,000"
Lebanon,LBN,2007,Lebanese Pound,POP,Population,"3,896,000"
Lebanon,LBN,2007,Lebanese Pound,CHCUR,Final Consumption,"31,311,000,000,000"
Lebanon,LBN,2007,Lebanese Pound,GCUR,Govt Collective Consumption Overall,"5,509,000,000,000"
Lebanon,LBN,2007,Lebanese Pound,ICUR,Domestic Investment,"10,462,000,000,000"
Lebanon,LBN,2007,Lebanese Pound,EXPC,Exports of goods and serices,"8,694,000,000,000"
Lebanon,LBN,2007,Lebanese Pound,IMPC,Imports of goods and serices,"18,203,000,000,000"
Lebanon,LBN,2007,Lebanese Pound,CACUR,Actual Household Consumption,"33,222,764,000,000"
Lebanon,LBN,2007,Lebanese Pound,GCCUR,Govt Collective Consumption Public Goods,"3,597,236,100,000"
Lebanon,LBN,2008,Lebanese Pound,POP,Population,"4,038,000"
Lebanon,LBN,2008,Lebanese Pound,CHCUR,Final Consumption,"37,842,000,000,000"
Lebanon,LBN,2008,Lebanese Pound,GCUR,Govt Collective Consumption Overall,"6,646,000,000,000"
Lebanon,LBN,2008,Lebanese Pound,ICUR,Domestic Investment,"13,809,000,000,000"
Lebanon,LBN,2008,Lebanese Pound,EXPC,Exports of goods and serices,"11,080,000,000,000"
Lebanon,LBN,2008,Lebanese Pound,IMPC,Imports of goods and serices,"24,254,000,000,000"
Lebanon,LBN,2008,Lebanese Pound,CACUR,Actual Household Consumption,"40,148,332,000,000"
Lebanon,LBN,2008,Lebanese Pound,GCCUR,Govt Collective Consumption Public Goods,"4,339,668,000,000"
Lebanon,LBN,2009,Lebanese Pound,POP,Population,"4,099,000"
Lebanon,LBN,2009,Lebanese Pound,CHCUR,Final Consumption,"40,550,300,000,000"
Lebanon,LBN,2009,Lebanese Pound,GCUR,Govt Collective Consumption Overall,"8,606,130,000,000"
Lebanon,LBN,2009,Lebanese Pound,ICUR,Domestic Investment,"15,729,100,000,000"
Lebanon,LBN,2009,Lebanese Pound,EXPC,Exports of goods and serices,"11,880,300,000,000"
Lebanon,LBN,2009,Lebanese Pound,IMPC,Imports of goods and serices,"25,529,200,000,000"
Lebanon,LBN,2009,Lebanese Pound,CACUR,Actual Household Consumption,"43,536,847,000,000"
Lebanon,LBN,2009,Lebanese Pound,GCCUR,Govt Collective Consumption Public Goods,"5,619,582,700,000"
Liberia,LBR,2007,US Dollar,POP,Population,"3,270,000"
Liberia,LBR,2007,US Dollar,CHCUR,Final Consumption,"1,488,279,140"
Liberia,LBR,2007,US Dollar,GCUR,Govt Collective Consumption Overall,"95,085,216"
Liberia,LBR,2007,US Dollar,ICUR,Domestic Investment,"130,560,000"
Liberia,LBR,2007,US Dollar,EXPC,Exports of goods and serices,"184,838,552"
Liberia,LBR,2007,US Dollar,IMPC,Imports of goods and serices,"1,245,962,908"
Liberia,LBR,2007,US Dollar,CACUR,Actual Household Consumption,"1,502,509,606"
Liberia,LBR,2007,US Dollar,GCCUR,Govt Collective Consumption Public Goods,"80,854,750"
Liberia,LBR,2008,US Dollar,POP,Population,"3,440,000"
Liberia,LBR,2008,US Dollar,CHCUR,Final Consumption,"1,678,107,949"
Liberia,LBR,2008,US Dollar,GCUR,Govt Collective Consumption Overall,"159,737,099"
Liberia,LBR,2008,US Dollar,ICUR,Domestic Investment,"165,940,000"
Liberia,LBR,2008,US Dollar,EXPC,Exports of goods and serices,"258,040,670"
Liberia,LBR,2008,US Dollar,IMPC,Imports of goods and serices,"1,432,125,718"
Liberia,LBR,2008,US Dollar,CACUR,Actual Household Consumption,"1,702,014,225"
Liberia,LBR,2008,US Dollar,GCCUR,Govt Collective Consumption Public Goods,"135,830,823"
Liberia,LBR,2009,US Dollar,POP,Population,"3,583,000"
Liberia,LBR,2009,US Dollar,CHCUR,Final Consumption,"1,578,548,068"
Liberia,LBR,2009,US Dollar,GCUR,Govt Collective Consumption Overall,"129,391,357"
Liberia,LBR,2009,US Dollar,ICUR,Domestic Investment,"171,174,890"
Liberia,LBR,2009,US Dollar,EXPC,Exports of goods and serices,"251,178,207"
Liberia,LBR,2009,US Dollar,IMPC,Imports of goods and serices,"1,274,418,070"
Liberia,LBR,2009,US Dollar,CACUR,Actual Household Consumption,"1,597,912,796"
Liberia,LBR,2009,US Dollar,GCCUR,Govt Collective Consumption Public Goods,"110,026,629"
Libya,LBY,2007,Libyan Dinar,POP,Population,"6,036,914"
Libya,LBY,2007,Libyan Dinar,CHCUR,Final Consumption,"28,571,060,210"
Libya,LBY,2007,Libyan Dinar,GCUR,Govt Collective Consumption Overall,"9,850,771,705"
Libya,LBY,2007,Libyan Dinar,ICUR,Domestic Investment,"7,627,114,092"
Libya,LBY,2007,Libyan Dinar,EXPC,Exports of goods and serices,"54,368,441,696"
Libya,LBY,2007,Libyan Dinar,IMPC,Imports of goods and serices,"21,289,913,171"
Libya,LBY,2007,Libyan Dinar,CACUR,Actual Household Consumption,"32,292,767,343"
Libya,LBY,2007,Libyan Dinar,GCCUR,Govt Collective Consumption Public Goods,"6,129,064,572"
Libya,LBY,2008,Libyan Dinar,POP,Population,"6,187,000"
Libya,LBY,2008,Libyan Dinar,CHCUR,Final Consumption,"35,400,262,423"
Libya,LBY,2008,Libyan Dinar,GCUR,Govt Collective Consumption Overall,"12,421,425,538"
Libya,LBY,2008,Libyan Dinar,ICUR,Domestic Investment,"9,472,952,938"
Libya,LBY,2008,Libyan Dinar,EXPC,Exports of goods and serices,"68,875,436,729"
Libya,LBY,2008,Libyan Dinar,IMPC,Imports of goods and serices,"26,601,207,950"
Libya,LBY,2008,Libyan Dinar,CACUR,Actual Household Consumption,"40,093,184,908"
Libya,LBY,2008,Libyan Dinar,GCCUR,Govt Collective Consumption Public Goods,"7,728,503,053"
Libya,LBY,2009,Libyan Dinar,POP,Population,"6,324,000"
Libya,LBY,2009,Libyan Dinar,CHCUR,Final Consumption,"26,964,651,524"
Libya,LBY,2009,Libyan Dinar,GCUR,Govt Collective Consumption Overall,"9,310,548,313"
Libya,LBY,2009,Libyan Dinar,ICUR,Domestic Investment,"7,148,736,389"
Libya,LBY,2009,Libyan Dinar,EXPC,Exports of goods and serices,"50,138,994,795"
Libya,LBY,2009,Libyan Dinar,IMPC,Imports of goods and serices,"19,902,799,825"
Libya,LBY,2009,Libyan Dinar,CACUR,Actual Household Consumption,"30,482,257,566"
Libya,LBY,2009,Libyan Dinar,GCCUR,Govt Collective Consumption Public Goods,"5,792,942,271"
St. Lucia,LCA,2007,East Caribbean Dollar,POP,Population,"158,875"
St. Lucia,LCA,2007,East Caribbean Dollar,CHCUR,Final Consumption,"2,187,600,000"
St. Lucia,LCA,2007,East Caribbean Dollar,GCUR,Govt Collective Consumption Overall,"402,800,000"
St. Lucia,LCA,2007,East Caribbean Dollar,ICUR,Domestic Investment,"705,470,000"
St. Lucia,LCA,2007,East Caribbean Dollar,EXPC,Exports of goods and serices,"1,186,350,000"
St. Lucia,LCA,2007,East Caribbean Dollar,IMPC,Imports of goods and serices,"1,890,520,000"
St. Lucia,LCA,2007,East Caribbean Dollar,CACUR,Actual Household Consumption,"2,328,360,444"
St. Lucia,LCA,2007,East Caribbean Dollar,GCCUR,Govt Collective Consumption Public Goods,"262,039,556"
St. Lucia,LCA,2008,East Caribbean Dollar,POP,Population,"160,000"
St. Lucia,LCA,2008,East Caribbean Dollar,CHCUR,Final Consumption,"2,345,488,045"
St. Lucia,LCA,2008,East Caribbean Dollar,GCUR,Govt Collective Consumption Overall,"508,870,000"
St. Lucia,LCA,2008,East Caribbean Dollar,ICUR,Domestic Investment,"695,510,000"
St. Lucia,LCA,2008,East Caribbean Dollar,EXPC,Exports of goods and serices,"1,378,279,153"
St. Lucia,LCA,2008,East Caribbean Dollar,IMPC,Imports of goods and serices,"2,244,182,824"
St. Lucia,LCA,2008,East Caribbean Dollar,CACUR,Actual Household Consumption,"2,523,315,173"
St. Lucia,LCA,2008,East Caribbean Dollar,GCCUR,Govt Collective Consumption Public Goods,"331,042,873"
St. Lucia,LCA,2009,East Caribbean Dollar,POP,Population,"160,000"
St. Lucia,LCA,2009,East Caribbean Dollar,CHCUR,Final Consumption,"1,796,242,614"
St. Lucia,LCA,2009,East Caribbean Dollar,GCUR,Govt Collective Consumption Overall,"561,180,000"
St. Lucia,LCA,2009,East Caribbean Dollar,ICUR,Domestic Investment,"604,880,000"
St. Lucia,LCA,2009,East Caribbean Dollar,EXPC,Exports of goods and serices,"1,272,509,611"
St. Lucia,LCA,2009,East Caribbean Dollar,IMPC,Imports of goods and serices,"1,664,374,722"
St. Lucia,LCA,2009,East Caribbean Dollar,CACUR,Actual Household Consumption,"1,992,349,729"
St. Lucia,LCA,2009,East Caribbean Dollar,GCCUR,Govt Collective Consumption Public Goods,"365,072,885"
Liechtenstein,LIE,2007,Swiss Franc,POP,Population,"34,261"
Liechtenstein,LIE,2007,Swiss Franc,CHCUR,Final Consumption,"3,146,442,434"
Liechtenstein,LIE,2007,Swiss Franc,GCUR,Govt Collective Consumption Overall,"597,708,653"
Liechtenstein,LIE,2007,Swiss Franc,ICUR,Domestic Investment,"1,212,750,923"
Liechtenstein,LIE,2007,Swiss Franc,EXPC,Exports of goods and serices,"3,106,976,919"
Liechtenstein,LIE,2007,Swiss Franc,IMPC,Imports of goods and serices,"2,539,378,929"
Liechtenstein,LIE,2008,Swiss Franc,POP,Population,"35,000"
Liechtenstein,LIE,2008,Swiss Franc,CHCUR,Final Consumption,"3,027,898,724"
Liechtenstein,LIE,2008,Swiss Franc,GCUR,Govt Collective Consumption Overall,"575,374,613"
Liechtenstein,LIE,2008,Swiss Franc,ICUR,Domestic Investment,"1,127,708,538"
Liechtenstein,LIE,2008,Swiss Franc,EXPC,Exports of goods and serices,"3,016,375,928"
Liechtenstein,LIE,2008,Swiss Franc,IMPC,Imports of goods and serices,"2,408,356,823"
Liechtenstein,LIE,2009,Swiss Franc,POP,Population,"35,000"
Liechtenstein,LIE,2009,Swiss Franc,CHCUR,Final Consumption,"3,045,855,452"
Liechtenstein,LIE,2009,Swiss Franc,GCUR,Govt Collective Consumption Overall,"595,015,856"
Liechtenstein,LIE,2009,Swiss Franc,ICUR,Domestic Investment,"1,036,035,342"
Liechtenstein,LIE,2009,Swiss Franc,EXPC,Exports of goods and serices,"2,714,035,194"
Liechtenstein,LIE,2009,Swiss Franc,IMPC,Imports of goods and serices,"2,139,388,543"
Sri Lanka,LKA,2007,Sri Lanka Rupee,POP,Population,"20,508,000"
Sri Lanka,LKA,2007,Sri Lanka Rupee,CHCUR,Final Consumption,"2,403,170,000,000"
Sri Lanka,LKA,2007,Sri Lanka Rupee,GCUR,Govt Collective Consumption Overall,"546,545,000,000"
Sri Lanka,LKA,2007,Sri Lanka Rupee,ICUR,Domestic Investment,"977,194,000,000"
Sri Lanka,LKA,2007,Sri Lanka Rupee,EXPC,Exports of goods and serices,"1,041,940,000,000"
Sri Lanka,LKA,2007,Sri Lanka Rupee,IMPC,Imports of goods and serices,"1,413,280,000,000"
Sri Lanka,LKA,2007,Sri Lanka Rupee,CACUR,Actual Household Consumption,"2,608,412,500,000"
Sri Lanka,LKA,2007,Sri Lanka Rupee,GCCUR,Govt Collective Consumption Public Goods,"341,302,470,248"
Sri Lanka,LKA,2008,Sri Lanka Rupee,POP,Population,"20,698,000"
Sri Lanka,LKA,2008,Sri Lanka Rupee,CHCUR,Final Consumption,"3,073,650,000,000"
Sri Lanka,LKA,2008,Sri Lanka Rupee,GCUR,Govt Collective Consumption Overall,"713,788,000,000"
Sri Lanka,LKA,2008,Sri Lanka Rupee,ICUR,Domestic Investment,"1,194,910,000,000"
Sri Lanka,LKA,2008,Sri Lanka Rupee,EXPC,Exports of goods and serices,"1,098,380,000,000"
Sri Lanka,LKA,2008,Sri Lanka Rupee,IMPC,Imports of goods and serices,"1,690,060,000,000"
Sri Lanka,LKA,2008,Sri Lanka Rupee,CACUR,Actual Household Consumption,"3,341,696,800,000"
Sri Lanka,LKA,2008,Sri Lanka Rupee,GCCUR,Govt Collective Consumption Public Goods,"445,741,169,773"
Sri Lanka,LKA,2009,Sri Lanka Rupee,POP,Population,"20,879,000"
Sri Lanka,LKA,2009,Sri Lanka Rupee,CHCUR,Final Consumption,"3,243,250,000,000"
Sri Lanka,LKA,2009,Sri Lanka Rupee,GCUR,Govt Collective Consumption Overall,"722,419,000,000"
Sri Lanka,LKA,2009,Sri Lanka Rupee,ICUR,Domestic Investment,"1,240,900,000,000"
Sri Lanka,LKA,2009,Sri Lanka Rupee,EXPC,Exports of goods and serices,"1,101,200,000,000"
Sri Lanka,LKA,2009,Sri Lanka Rupee,IMPC,Imports of goods and serices,"1,394,480,000,000"
Sri Lanka,LKA,2009,Sri Lanka Rupee,CACUR,Actual Household Consumption,"3,514,538,000,000"
Sri Lanka,LKA,2009,Sri Lanka Rupee,GCCUR,Govt Collective Consumption Public Goods,"451,130,994,253"
Lesotho,LSO,2007,Loti,POP,Population,"1,917,000"
Lesotho,LSO,2007,Loti,CHCUR,Final Consumption,"10,901,460,556"
Lesotho,LSO,2007,Loti,GCUR,Govt Collective Consumption Overall,"4,097,067,383"
Lesotho,LSO,2007,Loti,ICUR,Domestic Investment,"3,278,194,397"
Lesotho,LSO,2007,Loti,EXPC,Exports of goods and serices,"6,137,586,365"
Lesotho,LSO,2007,Loti,IMPC,Imports of goods and serices,"13,296,572,510"
Lesotho,LSO,2007,Loti,CACUR,Actual Household Consumption,"13,051,748,211"
Lesotho,LSO,2007,Loti,GCCUR,Govt Collective Consumption Public Goods,"1,946,779,728"
Lesotho,LSO,2008,Loti,POP,Population,"1,915,000"
Lesotho,LSO,2008,Loti,CHCUR,Final Consumption,"12,449,652,847"
Lesotho,LSO,2008,Loti,GCUR,Govt Collective Consumption Overall,"5,189,583,496"
Lesotho,LSO,2008,Loti,ICUR,Domestic Investment,"3,636,945,408"
Lesotho,LSO,2008,Loti,EXPC,Exports of goods and serices,"7,546,139,038"
Lesotho,LSO,2008,Loti,IMPC,Imports of goods and serices,"15,544,723,633"
Lesotho,LSO,2008,Loti,CACUR,Actual Household Consumption,"15,173,332,075"
Lesotho,LSO,2008,Loti,GCCUR,Govt Collective Consumption Public Goods,"2,465,904,268"
Lesotho,LSO,2009,Loti,POP,Population,"1,910,000"
Lesotho,LSO,2009,Loti,CHCUR,Final Consumption,"11,790,840,945"
Lesotho,LSO,2009,Loti,GCUR,Govt Collective Consumption Overall,"6,855,318,206"
Lesotho,LSO,2009,Loti,ICUR,Domestic Investment,"4,121,719,674"
Lesotho,LSO,2009,Loti,EXPC,Exports of goods and serices,"6,869,974,627"
Lesotho,LSO,2009,Loti,IMPC,Imports of goods and serices,"16,101,760,424"
Lesotho,LSO,2009,Loti,CACUR,Actual Household Consumption,"15,388,757,389"
Lesotho,LSO,2009,Loti,GCCUR,Govt Collective Consumption Public Goods,"3,257,401,762"
Lithuania,LTU,2007,Lithuanian Litas,POP,Population,"3,575,439"
Lithuania,LTU,2007,Lithuanian Litas,CHCUR,Final Consumption,"63,736,931,010"
Lithuania,LTU,2007,Lithuanian Litas,GCUR,Govt Collective Consumption Overall,"17,638,170,383"
Lithuania,LTU,2007,Lithuanian Litas,ICUR,Domestic Investment,"30,459,461,738"
Lithuania,LTU,2007,Lithuanian Litas,EXPC,Exports of goods and serices,"53,371,836,243"
Lithuania,LTU,2007,Lithuanian Litas,IMPC,Imports of goods and serices,"66,537,281,900"
Lithuania,LTU,2007,Lithuanian Litas,CACUR,Actual Household Consumption,"72,740,516,279"
Lithuania,LTU,2007,Lithuanian Litas,GCCUR,Govt Collective Consumption Public Goods,"8,634,585,114"
Lithuania,LTU,2008,Lithuanian Litas,POP,Population,"3,565,000"
Lithuania,LTU,2008,Lithuanian Litas,CHCUR,Final Consumption,"73,295,274,000"
Lithuania,LTU,2008,Lithuanian Litas,GCUR,Govt Collective Consumption Overall,"21,505,356,000"
Lithuania,LTU,2008,Lithuanian Litas,ICUR,Domestic Investment,"29,851,376,000"
Lithuania,LTU,2008,Lithuanian Litas,EXPC,Exports of goods and serices,"66,752,897,000"
Lithuania,LTU,2008,Lithuanian Litas,IMPC,Imports of goods and serices,"79,922,256,000"
Lithuania,LTU,2008,Lithuanian Litas,CACUR,Actual Household Consumption,"84,272,903,895"
Lithuania,LTU,2008,Lithuanian Litas,GCCUR,Govt Collective Consumption Public Goods,"10,527,726,105"
Lithuania,LTU,2009,Lithuanian Litas,POP,Population,"3,555,000"
Lithuania,LTU,2009,Lithuanian Litas,CHCUR,Final Consumption,"63,004,046,000"
Lithuania,LTU,2009,Lithuanian Litas,GCUR,Govt Collective Consumption Overall,"20,084,068,000"
Lithuania,LTU,2009,Lithuanian Litas,ICUR,Domestic Investment,"9,740,109,000"
Lithuania,LTU,2009,Lithuanian Litas,EXPC,Exports of goods and serices,"50,000,222,000"
Lithuania,LTU,2009,Lithuanian Litas,IMPC,Imports of goods and serices,"51,302,526,000"
Lithuania,LTU,2009,Lithuanian Litas,CACUR,Actual Household Consumption,"73,256,164,835"
Lithuania,LTU,2009,Lithuanian Litas,GCCUR,Govt Collective Consumption Public Goods,"9,831,949,165"
