Cntry,CntryCo,AttName,AttCode,Year,AttValue
Kiribati,KIR,Cost to register property (% of property value),IC.RP.COST,2007,0
Kiribati,KIR,Cost to register property (% of property value),IC.RP.COST,2008,0
Kiribati,KIR,Cost to register property (% of property value),IC.RP.COST,2009,0
"Korea, Dem. Rep.",PRK,Time required to start a business (days),IC.REG.DURS,2007,..
"Korea, Dem. Rep.",PRK,Time required to start a business (days),IC.REG.DURS,2008,..
"Korea, Dem. Rep.",PRK,Time required to start a business (days),IC.REG.DURS,2009,..
"Korea, Dem. Rep.",PRK,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,..
"Korea, Dem. Rep.",PRK,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,..
"Korea, Dem. Rep.",PRK,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,..
"Korea, Dem. Rep.",PRK,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,..
"Korea, Dem. Rep.",PRK,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,..
"Korea, Dem. Rep.",PRK,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,..
"Korea, Dem. Rep.",PRK,Cost to register property (% of property value),IC.RP.COST,2007,..
"Korea, Dem. Rep.",PRK,Cost to register property (% of property value),IC.RP.COST,2008,..
"Korea, Dem. Rep.",PRK,Cost to register property (% of property value),IC.RP.COST,2009,..
"Korea, Rep.",KOR,Time required to start a business (days),IC.REG.DURS,2007,17
"Korea, Rep.",KOR,Time required to start a business (days),IC.REG.DURS,2008,17
"Korea, Rep.",KOR,Time required to start a business (days),IC.REG.DURS,2009,14
"Korea, Rep.",KOR,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,31.6
"Korea, Rep.",KOR,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,33.9
"Korea, Rep.",KOR,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,32.3
"Korea, Rep.",KOR,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,17.1
"Korea, Rep.",KOR,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,16.9
"Korea, Rep.",KOR,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,14.7
"Korea, Rep.",KOR,Cost to register property (% of property value),IC.RP.COST,2007,5.1
"Korea, Rep.",KOR,Cost to register property (% of property value),IC.RP.COST,2008,5.1
"Korea, Rep.",KOR,Cost to register property (% of property value),IC.RP.COST,2009,5.1
Kosovo,XKX,Time required to start a business (days),IC.REG.DURS,2007,..
Kosovo,XKX,Time required to start a business (days),IC.REG.DURS,2008,..
Kosovo,XKX,Time required to start a business (days),IC.REG.DURS,2009,52
Kosovo,XKX,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,..
Kosovo,XKX,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,..
Kosovo,XKX,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,28.3
Kosovo,XKX,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,..
Kosovo,XKX,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,..
Kosovo,XKX,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,26.4
Kosovo,XKX,Cost to register property (% of property value),IC.RP.COST,2007,..
Kosovo,XKX,Cost to register property (% of property value),IC.RP.COST,2008,..
Kosovo,XKX,Cost to register property (% of property value),IC.RP.COST,2009,0.6
Kuwait,KWT,Time required to start a business (days),IC.REG.DURS,2007,35
Kuwait,KWT,Time required to start a business (days),IC.REG.DURS,2008,35
Kuwait,KWT,Time required to start a business (days),IC.REG.DURS,2009,35
Kuwait,KWT,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,10.7
Kuwait,KWT,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,10.7
Kuwait,KWT,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,10.7
Kuwait,KWT,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,1.6
Kuwait,KWT,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,1.3
Kuwait,KWT,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,1
Kuwait,KWT,Cost to register property (% of property value),IC.RP.COST,2007,0.6
Kuwait,KWT,Cost to register property (% of property value),IC.RP.COST,2008,0.6
Kuwait,KWT,Cost to register property (% of property value),IC.RP.COST,2009,0.6
Kyrgyz Republic,KGZ,Time required to start a business (days),IC.REG.DURS,2007,21
Kyrgyz Republic,KGZ,Time required to start a business (days),IC.REG.DURS,2008,19
Kyrgyz Republic,KGZ,Time required to start a business (days),IC.REG.DURS,2009,15
Kyrgyz Republic,KGZ,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,40.3
Kyrgyz Republic,KGZ,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,40.3
Kyrgyz Republic,KGZ,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,40.2
Kyrgyz Republic,KGZ,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,9.7
Kyrgyz Republic,KGZ,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,7.4
Kyrgyz Republic,KGZ,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,5.2
Kyrgyz Republic,KGZ,Cost to register property (% of property value),IC.RP.COST,2007,4.6
Kyrgyz Republic,KGZ,Cost to register property (% of property value),IC.RP.COST,2008,3.9
Kyrgyz Republic,KGZ,Cost to register property (% of property value),IC.RP.COST,2009,2.8
Lao PDR,LAO,Time required to start a business (days),IC.REG.DURS,2007,85
Lao PDR,LAO,Time required to start a business (days),IC.REG.DURS,2008,85
Lao PDR,LAO,Time required to start a business (days),IC.REG.DURS,2009,85
Lao PDR,LAO,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,35.2
Lao PDR,LAO,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,33.5
Lao PDR,LAO,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,31.4
Lao PDR,LAO,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,14.7
Lao PDR,LAO,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,11.6
Lao PDR,LAO,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,9.7
Lao PDR,LAO,Cost to register property (% of property value),IC.RP.COST,2007,4.2
Lao PDR,LAO,Cost to register property (% of property value),IC.RP.COST,2008,4.1
Lao PDR,LAO,Cost to register property (% of property value),IC.RP.COST,2009,4.1
Latin America & Caribbean,LAC,Time required to start a business (days),IC.REG.DURS,2007,..
Latin America & Caribbean,LAC,Time required to start a business (days),IC.REG.DURS,2008,..
Latin America & Caribbean,LAC,Time required to start a business (days),IC.REG.DURS,2009,..
Latin America & Caribbean,LAC,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,..
Latin America & Caribbean,LAC,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,..
Latin America & Caribbean,LAC,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,..
Latin America & Caribbean,LAC,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,..
Latin America & Caribbean,LAC,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,..
Latin America & Caribbean,LAC,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,..
Latin America & Caribbean,LAC,Cost to register property (% of property value),IC.RP.COST,2007,..
Latin America & Caribbean,LAC,Cost to register property (% of property value),IC.RP.COST,2008,..
Latin America & Caribbean,LAC,Cost to register property (% of property value),IC.RP.COST,2009,..
Latvia,LVA,Time required to start a business (days),IC.REG.DURS,2007,16
Latvia,LVA,Time required to start a business (days),IC.REG.DURS,2008,15.5
Latvia,LVA,Time required to start a business (days),IC.REG.DURS,2009,15.5
Latvia,LVA,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,36.2
Latvia,LVA,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,36.6
Latvia,LVA,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,37.5
Latvia,LVA,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,3
Latvia,LVA,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,2.3
Latvia,LVA,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,2.1
Latvia,LVA,Cost to register property (% of property value),IC.RP.COST,2007,2
Latvia,LVA,Cost to register property (% of property value),IC.RP.COST,2008,2
Latvia,LVA,Cost to register property (% of property value),IC.RP.COST,2009,2
Least developed countries: UN classification,LDC,Time required to start a business (days),IC.REG.DURS,2007,..
Least developed countries: UN classification,LDC,Time required to start a business (days),IC.REG.DURS,2008,..
Least developed countries: UN classification,LDC,Time required to start a business (days),IC.REG.DURS,2009,..
Least developed countries: UN classification,LDC,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,..
Least developed countries: UN classification,LDC,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,..
Least developed countries: UN classification,LDC,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,..
Least developed countries: UN classification,LDC,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,..
Least developed countries: UN classification,LDC,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,..
Least developed countries: UN classification,LDC,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,..
Least developed countries: UN classification,LDC,Cost to register property (% of property value),IC.RP.COST,2007,..
Least developed countries: UN classification,LDC,Cost to register property (% of property value),IC.RP.COST,2008,..
Least developed countries: UN classification,LDC,Cost to register property (% of property value),IC.RP.COST,2009,..
Lebanon,LBN,Time required to start a business (days),IC.REG.DURS,2007,53
Lebanon,LBN,Time required to start a business (days),IC.REG.DURS,2008,18
Lebanon,LBN,Time required to start a business (days),IC.REG.DURS,2009,15
Lebanon,LBN,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,35.4
Lebanon,LBN,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,30.6
Lebanon,LBN,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,30.6
Lebanon,LBN,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,94.5
Lebanon,LBN,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,87.8
Lebanon,LBN,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,78.5
Lebanon,LBN,Cost to register property (% of property value),IC.RP.COST,2007,5.9
Lebanon,LBN,Cost to register property (% of property value),IC.RP.COST,2008,5.9
Lebanon,LBN,Cost to register property (% of property value),IC.RP.COST,2009,5.8
Lesotho,LSO,Time required to start a business (days),IC.REG.DURS,2007,73
Lesotho,LSO,Time required to start a business (days),IC.REG.DURS,2008,39
Lesotho,LSO,Time required to start a business (days),IC.REG.DURS,2009,39
Lesotho,LSO,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,15.9
Lesotho,LSO,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,14.2
Lesotho,LSO,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,14.2
Lesotho,LSO,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,37.5
Lesotho,LSO,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,37.9
Lesotho,LSO,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,27
Lesotho,LSO,Cost to register property (% of property value),IC.RP.COST,2007,8.2
Lesotho,LSO,Cost to register property (% of property value),IC.RP.COST,2008,8.2
Lesotho,LSO,Cost to register property (% of property value),IC.RP.COST,2009,8
Liberia,LBR,Time required to start a business (days),IC.REG.DURS,2007,68
Liberia,LBR,Time required to start a business (days),IC.REG.DURS,2008,32
Liberia,LBR,Time required to start a business (days),IC.REG.DURS,2009,20
Liberia,LBR,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,42.2
Liberia,LBR,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,42.5
Liberia,LBR,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,42.5
Liberia,LBR,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,489.6
Liberia,LBR,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,100.2
Liberia,LBR,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,85.6
Liberia,LBR,Cost to register property (% of property value),IC.RP.COST,2007,13.3
Liberia,LBR,Cost to register property (% of property value),IC.RP.COST,2008,13.3
Liberia,LBR,Cost to register property (% of property value),IC.RP.COST,2009,13.2
Libya,LBY,Time required to start a business (days),IC.REG.DURS,2007,..
Libya,LBY,Time required to start a business (days),IC.REG.DURS,2008,..
Libya,LBY,Time required to start a business (days),IC.REG.DURS,2009,..
Libya,LBY,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,..
Libya,LBY,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,..
Libya,LBY,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,..
Libya,LBY,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,..
Libya,LBY,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,..
Libya,LBY,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,..
Libya,LBY,Cost to register property (% of property value),IC.RP.COST,2007,..
Libya,LBY,Cost to register property (% of property value),IC.RP.COST,2008,..
Libya,LBY,Cost to register property (% of property value),IC.RP.COST,2009,..
Liechtenstein,LIE,Time required to start a business (days),IC.REG.DURS,2007,..
Liechtenstein,LIE,Time required to start a business (days),IC.REG.DURS,2008,..
Liechtenstein,LIE,Time required to start a business (days),IC.REG.DURS,2009,..
Liechtenstein,LIE,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,..
Liechtenstein,LIE,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,..
Liechtenstein,LIE,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,..
Liechtenstein,LIE,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,..
Liechtenstein,LIE,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,..
Liechtenstein,LIE,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,..
Liechtenstein,LIE,Cost to register property (% of property value),IC.RP.COST,2007,..
Liechtenstein,LIE,Cost to register property (% of property value),IC.RP.COST,2008,..
Liechtenstein,LIE,Cost to register property (% of property value),IC.RP.COST,2009,..
Lithuania,LTU,Time required to start a business (days),IC.REG.DURS,2007,26
Lithuania,LTU,Time required to start a business (days),IC.REG.DURS,2008,26
Lithuania,LTU,Time required to start a business (days),IC.REG.DURS,2009,26
Lithuania,LTU,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,46.2
Lithuania,LTU,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,45.6
Lithuania,LTU,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,43.6
Lithuania,LTU,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,3
Lithuania,LTU,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,2.7
Lithuania,LTU,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,2.4
Lithuania,LTU,Cost to register property (% of property value),IC.RP.COST,2007,1.4
Lithuania,LTU,Cost to register property (% of property value),IC.RP.COST,2008,0.8
Lithuania,LTU,Cost to register property (% of property value),IC.RP.COST,2009,0.8
Low & middle income,LMY,Time required to start a business (days),IC.REG.DURS,2007,..
Low & middle income,LMY,Time required to start a business (days),IC.REG.DURS,2008,..
Low & middle income,LMY,Time required to start a business (days),IC.REG.DURS,2009,..
Low & middle income,LMY,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,..
Low & middle income,LMY,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,..
Low & middle income,LMY,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,..
Low & middle income,LMY,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,..
Low & middle income,LMY,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,..
Low & middle income,LMY,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,..
Low & middle income,LMY,Cost to register property (% of property value),IC.RP.COST,2007,..
Low & middle income,LMY,Cost to register property (% of property value),IC.RP.COST,2008,..
Low & middle income,LMY,Cost to register property (% of property value),IC.RP.COST,2009,..
Low income,LIC,Time required to start a business (days),IC.REG.DURS,2007,..
Low income,LIC,Time required to start a business (days),IC.REG.DURS,2008,..
Low income,LIC,Time required to start a business (days),IC.REG.DURS,2009,..
Low income,LIC,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,..
Low income,LIC,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,..
Low income,LIC,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,..
Low income,LIC,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,..
Low income,LIC,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,..
Low income,LIC,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,..
Low income,LIC,Cost to register property (% of property value),IC.RP.COST,2007,..
Low income,LIC,Cost to register property (% of property value),IC.RP.COST,2008,..
Low income,LIC,Cost to register property (% of property value),IC.RP.COST,2009,..
Lower middle income,LMC,Time required to start a business (days),IC.REG.DURS,2007,..
Lower middle income,LMC,Time required to start a business (days),IC.REG.DURS,2008,..
Lower middle income,LMC,Time required to start a business (days),IC.REG.DURS,2009,..
Lower middle income,LMC,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,..
Lower middle income,LMC,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,..
Lower middle income,LMC,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,..
Lower middle income,LMC,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,..
Lower middle income,LMC,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,..
Lower middle income,LMC,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,..
Lower middle income,LMC,Cost to register property (% of property value),IC.RP.COST,2007,..
Lower middle income,LMC,Cost to register property (% of property value),IC.RP.COST,2008,..
Lower middle income,LMC,Cost to register property (% of property value),IC.RP.COST,2009,..
Luxembourg,LUX,Time required to start a business (days),IC.REG.DURS,2007,24
Luxembourg,LUX,Time required to start a business (days),IC.REG.DURS,2008,24
Luxembourg,LUX,Time required to start a business (days),IC.REG.DURS,2009,22
Luxembourg,LUX,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,20
Luxembourg,LUX,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,20
Luxembourg,LUX,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,20
Luxembourg,LUX,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,10.8
Luxembourg,LUX,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,6.5
Luxembourg,LUX,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,1.8
Luxembourg,LUX,Cost to register property (% of property value),IC.RP.COST,2007,10.2
Luxembourg,LUX,Cost to register property (% of property value),IC.RP.COST,2008,10.2
Luxembourg,LUX,Cost to register property (% of property value),IC.RP.COST,2009,10.2
"Macao, China",MAC,Time required to start a business (days),IC.REG.DURS,2007,..
"Macao, China",MAC,Time required to start a business (days),IC.REG.DURS,2008,..
"Macao, China",MAC,Time required to start a business (days),IC.REG.DURS,2009,..
"Macao, China",MAC,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,..
"Macao, China",MAC,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,..
"Macao, China",MAC,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,..
"Macao, China",MAC,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,..
"Macao, China",MAC,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,..
"Macao, China",MAC,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,..
"Macao, China",MAC,Cost to register property (% of property value),IC.RP.COST,2007,..
"Macao, China",MAC,Cost to register property (% of property value),IC.RP.COST,2008,..
"Macao, China",MAC,Cost to register property (% of property value),IC.RP.COST,2009,..
"Macedonia, FYR",MKD,Time required to start a business (days),IC.REG.DURS,2007,16
"Macedonia, FYR",MKD,Time required to start a business (days),IC.REG.DURS,2008,10
"Macedonia, FYR",MKD,Time required to start a business (days),IC.REG.DURS,2009,5
"Macedonia, FYR",MKD,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,17.8
"Macedonia, FYR",MKD,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,15.4
"Macedonia, FYR",MKD,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,13
"Macedonia, FYR",MKD,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,5.9
"Macedonia, FYR",MKD,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,3.1
"Macedonia, FYR",MKD,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,1.9
"Macedonia, FYR",MKD,Cost to register property (% of property value),IC.RP.COST,2007,3.5
"Macedonia, FYR",MKD,Cost to register property (% of property value),IC.RP.COST,2008,3.4
"Macedonia, FYR",MKD,Cost to register property (% of property value),IC.RP.COST,2009,3.2
Madagascar,MDG,Time required to start a business (days),IC.REG.DURS,2007,12
Madagascar,MDG,Time required to start a business (days),IC.REG.DURS,2008,12
Madagascar,MDG,Time required to start a business (days),IC.REG.DURS,2009,12
Madagascar,MDG,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,45
Madagascar,MDG,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,47.1
Madagascar,MDG,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,42.8
Madagascar,MDG,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,71.3
Madagascar,MDG,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,62.6
Madagascar,MDG,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,46.2
Madagascar,MDG,Cost to register property (% of property value),IC.RP.COST,2007,11.6
Madagascar,MDG,Cost to register property (% of property value),IC.RP.COST,2008,9
Madagascar,MDG,Cost to register property (% of property value),IC.RP.COST,2009,9.4
Malawi,MWI,Time required to start a business (days),IC.REG.DURS,2007,37
Malawi,MWI,Time required to start a business (days),IC.REG.DURS,2008,37
Malawi,MWI,Time required to start a business (days),IC.REG.DURS,2009,36
Malawi,MWI,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,33
Malawi,MWI,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,32.2
Malawi,MWI,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,26.3
Malawi,MWI,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,188.7
Malawi,MWI,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,125.9
Malawi,MWI,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,108
Malawi,MWI,Cost to register property (% of property value),IC.RP.COST,2007,3.3
Malawi,MWI,Cost to register property (% of property value),IC.RP.COST,2008,3.3
Malawi,MWI,Cost to register property (% of property value),IC.RP.COST,2009,3.2
Malaysia,MYS,Time required to start a business (days),IC.REG.DURS,2007,31
Malaysia,MYS,Time required to start a business (days),IC.REG.DURS,2008,20
Malaysia,MYS,Time required to start a business (days),IC.REG.DURS,2009,18
Malaysia,MYS,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,36
Malaysia,MYS,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,34.5
Malaysia,MYS,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,33.5
Malaysia,MYS,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,23.1
Malaysia,MYS,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,18.9
Malaysia,MYS,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,15.6
Malaysia,MYS,Cost to register property (% of property value),IC.RP.COST,2007,3.2
Malaysia,MYS,Cost to register property (% of property value),IC.RP.COST,2008,3.2
Malaysia,MYS,Cost to register property (% of property value),IC.RP.COST,2009,3.3
Maldives,MDV,Time required to start a business (days),IC.REG.DURS,2007,9
Maldives,MDV,Time required to start a business (days),IC.REG.DURS,2008,9
Maldives,MDV,Time required to start a business (days),IC.REG.DURS,2009,12
Maldives,MDV,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,9.3
Maldives,MDV,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,9.3
Maldives,MDV,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,9.3
Maldives,MDV,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,13.4
Maldives,MDV,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,11.5
Maldives,MDV,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,10
Maldives,MDV,Cost to register property (% of property value),IC.RP.COST,2007,-1
Maldives,MDV,Cost to register property (% of property value),IC.RP.COST,2008,-1
Maldives,MDV,Cost to register property (% of property value),IC.RP.COST,2009,-1
Mali,MLI,Time required to start a business (days),IC.REG.DURS,2007,25
Mali,MLI,Time required to start a business (days),IC.REG.DURS,2008,25
Mali,MLI,Time required to start a business (days),IC.REG.DURS,2009,8
Mali,MLI,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,51.4
Mali,MLI,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,51.4
Mali,MLI,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,51.4
Mali,MLI,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,115.2
Mali,MLI,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,103.2
Mali,MLI,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,86.9
Mali,MLI,Cost to register property (% of property value),IC.RP.COST,2007,20.5
Mali,MLI,Cost to register property (% of property value),IC.RP.COST,2008,19.7
Mali,MLI,Cost to register property (% of property value),IC.RP.COST,2009,19.5
Malta,MLT,Time required to start a business (days),IC.REG.DURS,2007,..
Malta,MLT,Time required to start a business (days),IC.REG.DURS,2008,..
Malta,MLT,Time required to start a business (days),IC.REG.DURS,2009,..
Malta,MLT,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,..
Malta,MLT,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,..
Malta,MLT,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,..
Malta,MLT,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,..
Malta,MLT,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,..
Malta,MLT,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,..
Malta,MLT,Cost to register property (% of property value),IC.RP.COST,2007,..
Malta,MLT,Cost to register property (% of property value),IC.RP.COST,2008,..
Malta,MLT,Cost to register property (% of property value),IC.RP.COST,2009,..
Marshall Islands,MHL,Time required to start a business (days),IC.REG.DURS,2007,17
